M		S		M		S		M		S
1181.6	0.1983	3.64	0.1954	2045.2	0.2743	4.171	0.2338	1.6243e-32	1.414	4	2.846
1195	0.1937	3.348	0.1532	2053.6	0.4011	3.054	0.3681	2070.1	0.2104	3.54	0.1701
1201.4	0.1835	3.145	0.1573	2063.1	0.5119	3.369	0.5945	2080.5	0.181	3.156	0.1331
1205.3	0.1555	2.905	0.1372	2087.7	0.1879	3.183	0.1405	2081.4	1.346	0.06748	2.574
1207.4	0.1636	2.693	0.1274	2076	1.28	5	0.5409	2091	0.1684	2.716	0.129
1207.4	0.1636	2.693	0.1274	2076	1.28	5	0.5409	2091	0.1684	2.716	0.129
1209.8	0.1575	2.657	0.1579	2078.9	0.516	3.262	0.5576	2094.9	0.1756	2.951	0.1536
1209.9	0.1454	2.65	0.126	2079.2	0.6183	4.364	0.7039	2095.3	0.1495	2.585	0.1314
